id	original_sentence	auxiliary_sentence	label
2099	tel : 020 77270033 mobile : 0788 1872799 email : email : nearest tube station is location - 1	what do you think of the price of location - 1 ?	None
2099	tel : 020 77270033 mobile : 0788 1872799 email : email : nearest tube station is location - 1	what do you think of the safety of location - 1 ?	None
2099	tel : 020 77270033 mobile : 0788 1872799 email : email : nearest tube station is location - 1	what do you think of the transit location of location - 1 ?	None
2100	this next link gets you the crime stats for london uk ignore the other person location - 1 is indeed a place	what do you think of the general of location - 1 ?	None
2100	this next link gets you the crime stats for london uk ignore the other person location - 1 is indeed a place	what do you think of the price of location - 1 ?	None
2100	this next link gets you the crime stats for london uk ignore the other person location - 1 is indeed a place	what do you think of the safety of location - 1 ?	None
2100	this next link gets you the crime stats for london uk ignore the other person location - 1 is indeed a place	what do you think of the transit location of location - 1 ?	None
2101	location - 1 - on one of the side roads off the high street - every time	what do you think of the general of location - 1 ?	None
2101	location - 1 - on one of the side roads off the high street - every time	what do you think of the price of location - 1 ?	None
2101	location - 1 - on one of the side roads off the high street - every time	what do you think of the safety of location - 1 ?	None
2101	location - 1 - on one of the side roads off the high street - every time	what do you think of the transit location of location - 1 ?	None
2102	there are rivalries between the kids that go to secondary school etc location - 1 station in south london	what do you think of the general of location - 1 ?	None
2102	there are rivalries between the kids that go to secondary school etc location - 1 station in south london	what do you think of the price of location - 1 ?	None
2102	there are rivalries between the kids that go to secondary school etc location - 1 station in south london	what do you think of the safety of location - 1 ?	None
2102	there are rivalries between the kids that go to secondary school etc location - 1 station in south london	what do you think of the transit location of location - 1 ?	None
2103	-if you were situated in location - 1 , would it really be possible to be able to get into an agency in london , although they are the best ones	what do you think of the general of location - 1 ?	None
2103	-if you were situated in location - 1 , would it really be possible to be able to get into an agency in london , although they are the best ones	what do you think of the price of location - 1 ?	None
2103	-if you were situated in location - 1 , would it really be possible to be able to get into an agency in london , although they are the best ones	what do you think of the safety of location - 1 ?	None
2103	-if you were situated in location - 1 , would it really be possible to be able to get into an agency in london , although they are the best ones	what do you think of the transit location of location - 1 ?	None
2104	you can look around the website to get an idea of what ' s available location - 1 , london	what do you think of the general of location - 1 ?	None
2104	you can look around the website to get an idea of what ' s available location - 1 , london	what do you think of the price of location - 1 ?	None
2104	you can look around the website to get an idea of what ' s available location - 1 , london	what do you think of the safety of location - 1 ?	None
2104	you can look around the website to get an idea of what ' s available location - 1 , london	what do you think of the transit location of location - 1 ?	None
2105	location - 1 is a small area in london	what do you think of the general of location - 1 ?	None
